label1,label2,distance
caramellic,ketonic,3.1582607612363223
pear,winey,3.166764225704967
floral,violet,3.186637809885596
burnt,sulfurous,3.190389018476247
fresh,spicy,3.192992090826041
almond,vanilla,3.197161223813497
animal,waxy,3.2434987164940785
savory,sulfurous,3.2672229679832743
cucumber,fatty,3.275512812851243
berry,cinnamon,3.291808931102796
phenolic,smoky,3.2952082332692343
cheesy,pungent,3.3166275441174444
cucumber,waxy,3.3276594748072217
orange,woody,3.327912818287268
balsamic,geranium,3.3283148811409453
cucumber,green,3.3471938566920656
aldehydic,fresh,3.3593591003684327
anisic,hawthorn,3.394464051280705
balsamic,violet,3.422640191773286
berry,coumarinic,3.4608720073816786
phenolic,spicy,3.4661507842082777
ketonic,ripe,3.514929164213078
cheesy,ripe,3.516370081345861
hawthorn,vanilla,3.521531595699986
raspberry,vanilla,3.5263639508948863
aldehydic,orange,3.556130497050335
berry,sweet,3.5816939515751804
fresh,oily,3.5838566675531993
fermented,ketonic,3.586421717502809
animal,cucumber,3.588344000036188
cucumber,herbal,3.5955248935209205
berry,raspberry,3.599819143386534
apple,winey,3.605705417119717
green,sweet,3.6349138785028314
caramellic,ripe,3.680060449715965
leathery,medicinal,3.7394902489958572
alcoholic,caramellic,3.750883395134157
floral,orris,3.768229037653919
camphoreous,fatty,3.7701813255267105
berry,honey,3.787607507475185
bitter,coumarinic,3.7912118060927114
burnt,nutty,3.8001020137031456
metallic,waxy,3.8137899008740277
camphoreous,tobacco,3.8262784130885295
aromatic,hawthorn,3.830046544112567
meaty,onion,3.8382145899383384
pear,pineapple,3.845577907633023
aromatic,hay,3.882230212807495
balsamic,spicy,3.892733968723736
balsamic,sweet,3.8992122146537818
cherry,hawthorn,3.921120505621814
citrus,fresh,3.9242427124630375
fruity,green,3.932778298331704
almond,coumarinic,3.9347187341096004
green,oily,3.935619025695276
citrus,orange,3.938006415988363
animal,camphoreous,3.9383484722551483
coumarinic,spicy,3.948225209102915
cheesy,ketonic,3.95564255371045
orange,waxy,3.987061802815169
burnt,meaty,3.998953241736112
hay,phenolic,4.003980382391813
citrus,dry,4.0196243419828335
alliaceous,meaty,4.048460149697933
almond,anisic,4.060996578774123
camphoreous,waxy,4.063658823843566
coumarinic,herbal,4.0734719634847885
honey,rose,4.079202495027533
apple,fruity,4.083775530711569
fresh,sweet,4.0847284044244745
cucumber,metallic,4.09918350530446
animal,tobacco,4.101224827235645
fresh,woody,4.109529176975707
pungent,sulfurous,4.1185781276479645
fresh,metallic,4.120078566707308
animal,oily,4.123762632547668
ethereal,ripe,4.136763916658044
fresh,green,4.144547955910905
anisic,raspberry,4.1465275721734
balsamic,orris,4.146882505362588
berry,vanilla,4.153530136393209
alcoholic,ethereal,4.161919589674753
melon,pear,4.177639911127259
fatty,metallic,4.185281058202934
meaty,roasted,4.206638438526583
burnt,pungent,4.221319326301304
coumarinic,fruity,4.225523789044129
citrus,metallic,4.243063651480496
almond,cherry,4.258536658578741
dry,woody,4.259870051066211
fresh,waxy,4.279274738810961
burnt,ripe,4.294980919262704
coumarinic,hay,4.30568438240307
metallic,oily,4.322762308387391
almond,raspberry,4.323027424469801
cinnamon,honey,4.324433694404757
green,winey,4.326955092216082
powdery,spicy,4.352087130330188
roasted,sulfurous,4.354547888322019
animal,spicy,4.361958840672885
apple,pear,4.362917563565865
herbal,tobacco,4.392592873876207
melon,winey,4.397695593820793
ripe,solvent,4.421921915433368
aldehydic,dry,4.427566342548298
garlic,savory,4.44565274688323
aromatic,honey,4.446274831657403
spicy,tobacco,4.45304401082808
honey,spicy,4.459967490924974
almond,cinnamon,4.4627011700308215
aldehydic,cucumber,4.468287959219446
herbal,oily,4.479984298084495
balsamic,raspberry,4.50343945998465
animal,herbal,4.51810577789919
jasmin,sweet,4.526238088099252
aldehydic,metallic,4.556143398978447
almond,bitter,4.566019094112425
honey,sweet,4.571849390050634
fruity,herbal,4.575946155810261
onion,sulfurous,4.58466072529709
phenolic,tobacco,4.603851187773952
floral,spicy,4.623157340161661
floral,sweet,4.627114192935576
cherry,vanilla,4.636580696924051
floral,raspberry,4.645026187969576
leathery,metallic,4.648564291945813
citrus,cucumber,4.6773010586656385
anisic,hay,4.6925665272565915
geranium,honey,4.711536408983756
camphoreous,leathery,4.71705566545699
almond,honey,4.717401563908668
dry,leathery,4.71819530831338
pineapple,winey,4.735029441535567
fruity,pear,4.772615692028229
cucumber,orange,4.773251926545362
balsamic,fresh,4.7809799327524924
balsamic,berry,4.799813856748015
cucumber,melon,4.805177692719094
burnt,roasted,4.807860531018585
cucumber,woody,4.811206948303277
oily,orange,4.825973993301521
green,spicy,4.832032468324481
alcoholic,bitter,4.8339541053742705
aldehydic,oily,4.848517310753223
herbal,metallic,4.851693304937973
fresh,orange,4.857030537823357
animal,fatty,4.873830669911052
fruity,sweet,4.875772497131173
phenolic,powdery,4.875997552468244
nutty,sulfurous,4.8808602357602116
leathery,smoky,4.88205977447394
melon,oily,4.8834552118263375
metallic,woody,4.88532668862294
camphoreous,oily,4.89016518598393
banana,ethereal,4.893789373564708
hay,vanilla,4.8980597997899205
almond,aromatic,4.910900170362898
citrus,oily,4.9122635874663185
fermented,ripe,4.921250247647182
anisic,berry,4.94617656275165
caramellic,fruity,4.9657904474398356
balsamic,jasmin,4.977090770032515
honey,violet,4.999941577211415
ketonic,pungent,5.000282183424115
cinnamon,vanilla,5.010815731699834
alliaceous,cooked,5.019511863474362
oily,woody,5.02040442185237
camphoreous,cucumber,5.030901859949068
fresh,tobacco,5.039958662996125
berry,jasmin,5.044625811346923
hay,spicy,5.049390769533
alliaceous,sulfurous,5.060983741555723
garlic,meaty,5.0627220797631765
roasted,savory,5.077705769066508
green,jasmin,5.088915118824201
fresh,violet,5.097085440028966
apple,caramellic,5.104413605030643
pungent,solvent,5.106976502804965
aldehydic,violet,5.111549013269281
fermented,fruity,5.114060990852939
berry,spicy,5.122421407398601
aromatic,phenolic,5.1236763096451705
camphoreous,citrus,5.129589970326908
floral,jasmin,5.131383154909577
alcoholic,fruity,5.173736664222454
apple,ethereal,5.181238140575927
floral,fresh,5.189588190400095
animal,phenolic,5.19873037719093
aromatic,bitter,5.238831127257696
anisic,cherry,5.242294581452454
hawthorn,raspberry,5.254592057049779
anisic,powdery,5.254791774880867
cucumber,spicy,5.25690611289079
apple,fermented,5.273719819646906
spicy,violet,5.279777032588134
alcoholic,ketonic,5.290764866177235
citrus,fatty,5.291869367637214
powdery,raspberry,5.293102288781373
animal,leathery,5.303159128950024
metallic,spicy,5.309126478015006
meaty,nutty,5.3139312052565355
animal,orange,5.327718945823605
cooked,savory,5.332643256235239
balsamic,herbal,5.347872993098957
alcoholic,coumarinic,5.347981633892614
balsamic,cinnamon,5.348229327613747
animal,dry,5.353195052204635
ketonic,solvent,5.362339731238076
leathery,tobacco,5.3642017840118585
berry,floral,5.3704172565024
medicinal,phenolic,5.37079996525379
powdery,sweet,5.374471329228848
banana,caramellic,5.377294232251464
herbal,melon,5.389681701619313
almond,hay,5.411357830113891
rose,spicy,5.411960005588798
fresh,powdery,5.415527830961744
coumarinic,green,5.420012208557485
jasmin,melon,5.420293708043995
fruity,melon,5.430965407201585
fatty,fresh,5.440453488452907
cucumber,sweet,5.442903994862779
coumarinic,vanilla,5.4447189366225555
geranium,spicy,5.46146049058245
honey,phenolic,5.463968323640019
cinnamon,floral,5.490115856337076
almond,sweet,5.493202820968117
powdery,vanilla,5.501208391292031
fatty,woody,5.508131414310021
honey,orris,5.514127961803762
cinnamon,jasmin,5.520280012520237
fresh,geranium,5.523972287021302
jasmin,winey,5.531112351611984
anisic,phenolic,5.534732952562673
cherry,raspberry,5.540516885235182
coumarinic,honey,5.541075282028391
bitter,vanilla,5.544852728126998
fresh,phenolic,5.5559932590006245
fruity,pineapple,5.564570493624119
fresh,rose,5.57942958594737
cucumber,tobacco,5.5970142460283006
balsamic,vanilla,5.629264960638777
aldehydic,fatty,5.63387831531284
phenolic,sweet,5.657633653353493
aldehydic,geranium,5.662027808402464
sweet,winey,5.663062437643781
aldehydic,camphoreous,5.669040600321078
banana,fermented,5.6756287131730945
green,pear,5.693017731699769
nutty,pungent,5.699357653914575
ripe,sulfurous,5.703191477268291
ethereal,pineapple,5.711174162154144
herbal,phenolic,5.714853789417806
nutty,ripe,5.715355931132867
camphoreous,fresh,5.719832496316188
hawthorn,honey,5.7211333121430545
phenolic,violet,5.727133551931833
anisic,bitter,5.735411381172432
camphoreous,woody,5.741271929252003
smoky,tobacco,5.745382464289389
aromatic,raspberry,5.745631446436356
herbal,jasmin,5.75289637114408
caramellic,pungent,5.7542243434652445
anisic,balsamic,5.758898445683867
meaty,pungent,5.763485136987427
almond,hawthorn,5.764192823451711
berry,herbal,5.766452827821392
caramellic,pineapple,5.781077947872693
garlic,sulfurous,5.787446029747726
herbal,winey,5.798286764892108
anisic,cinnamon,5.800173581382187
medicinal,tobacco,5.800318638208222
violet,woody,5.811344355092429
aldehydic,orris,5.811526304264308
ethereal,fruity,5.8156588133692635
citrus,leathery,5.829068950775504
raspberry,rose,5.829917925846662
geranium,phenolic,5.8321799299067765
coumarinic,winey,5.8392111572607215
hay,smoky,5.845346537791419
animal,violet,5.853636685819599
hay,tobacco,5.861399622714648
aldehydic,spicy,5.874244615870577
metallic,phenolic,5.883978540363952
anisic,coumarinic,5.901947700583092
aromatic,cherry,5.9075104932800215
balsamic,phenolic,5.909277849957541
citrus,violet,5.909288666263165
cherry,cinnamon,5.923723833432961
animal,green,5.935839914775026
fatty,orange,5.94970748543434
sweet,tobacco,5.957762021308946
spicy,vanilla,5.961246119852412
anisic,spicy,5.96963610082683
fatty,green,5.971366388007665
coumarinic,phenolic,5.994202851806692
fatty,nutty,5.9975249543089815
animal,sweet,6.000594642849538
berry,bitter,6.009396595483736
floral,herbal,6.010825883042539
ethereal,pungent,6.021233102781058
hay,sweet,6.036781377903537
phenolic,vanilla,6.037834344768517
rose,sweet,6.044691178432196
sweet,vanilla,6.065903753029179
banana,pear,6.06659373417067
raspberry,sweet,6.076946690223111
oily,tobacco,6.0798217519739435
floral,vanilla,6.094070753201072
aromatic,powdery,6.097310634487057
green,metallic,6.11285078986686
alcoholic,ripe,6.120452235299354
hay,honey,6.121794387831
aromatic,berry,6.1235008296002205
coumarinic,tobacco,6.124093553381677
fresh,orris,6.124562403655366
cheesy,ethereal,6.133113003904532
burnt,savory,6.155628545538752
burnt,solvent,6.170206953406565
green,tobacco,6.176819367757728
cinnamon,sweet,6.200022651516698
aldehydic,herbal,6.201057439383146
anisic,floral,6.202693151028651
balsamic,coumarinic,6.220058251689803
oily,spicy,6.228867512671458
banana,winey,6.237320418480952
caramellic,cheesy,6.239804140058128
berry,powdery,6.245093994501656
melon,sweet,6.258489231950138
dry,waxy,6.282911000388155
berry,fruity,6.285708447423543
aromatic,coumarinic,6.287990722242651
berry,cherry,6.29225163758355
orris,spicy,6.306270569492913
aldehydic,rose,6.3254400983315096
berry,hay,6.327218638466736
fatty,herbal,6.329903016159093
animal,geranium,6.338763193059684
camphoreous,herbal,6.344113237359351
herbal,waxy,6.353389494433975
geranium,woody,6.363682297482289
aromatic,spicy,6.365736150798308
tobacco,waxy,6.38573863907158
fatty,tobacco,6.3960946875713605
fresh,melon,6.396567407428076
oily,sweet,6.397239607620599
aldehydic,leathery,6.399854587547233
citrus,spicy,6.401060837596186
alcoholic,apple,6.408243028577998
citrus,tobacco,6.417367227796443
bitter,spicy,6.419501379455687
leathery,phenolic,6.419890846956446
cooked,onion,6.4232816994054005
orris,woody,6.4252796778414165
almond,spicy,6.425373837985699
burnt,camphoreous,6.426021553944285
anisic,sweet,6.427473284200982
bitter,phenolic,6.431875374432286
herbal,honey,6.450182690985296
citrus,geranium,6.456044171079675
fruity,spicy,6.458023519591778
phenolic,rose,6.4614093624457976
jasmin,spicy,6.462192537483799
jasmin,raspberry,6.472185460771483
fresh,jasmin,6.473412272334214
burnt,cheesy,6.475727085162208
aldehydic,powdery,6.475746170837891
fermented,pineapple,6.482312349269217
floral,phenolic,6.483741107923198
herbal,powdery,6.484513549053486
orris,phenolic,6.486338626225203
banana,fruity,6.486571676178112
animal,powdery,6.489481727666714
sweet,violet,6.489696960934539
leathery,woody,6.501395814395395
aldehydic,tobacco,6.504158823831577
honey,jasmin,6.506055737140688
bitter,sweet,6.5095482031324154
pungent,roasted,6.520992666677972
berry,winey,6.5311141862119095
dry,metallic,6.566342205930582
coumarinic,fresh,6.56641735768861
citrus,orris,6.580209532076474
fishy,garlic,6.583403181941578
smoky,spicy,6.590675584851925
geranium,sweet,6.603956182014629
animal,balsamic,6.608736280360778
balsamic,green,6.610684650315446
orange,violet,6.611839083578426
citrus,herbal,6.619103836879386
hay,herbal,6.627083260828854
animal,smoky,6.6300067895500945
coumarinic,raspberry,6.646585947689548
green,waxy,6.652604042819492
aldehydic,phenolic,6.657831568662333
fatty,roasted,6.6598695091431255
berry,green,6.6802547887152075
almond,balsamic,6.687357732649373
fresh,honey,6.6992914608499206
fatty,melon,6.715319237739465
coumarinic,jasmin,6.719967158825571
cinnamon,powdery,6.734723680340632
spicy,woody,6.738534738208289
medicinal,metallic,6.742641392464189
cinnamon,coumarinic,6.743908430725571
alcoholic,hay,6.744893183053071
aldehydic,balsamic,6.749240245334943
cheesy,sulfurous,6.761693349137288
dry,smoky,6.76953800715144
animal,orris,6.774013987411557
fruity,jasmin,6.78385479430775
cinnamon,hawthorn,6.783931988962308
jasmin,rose,6.784087294340469
nutty,oily,6.784956074753267
anisic,rose,6.787129782042657
metallic,sweet,6.788721932093168
metallic,smoky,6.7978220178260385
raspberry,spicy,6.799720641124087
nutty,savory,6.8077519022597235
leathery,waxy,6.808353411480005
caramellic,winey,6.810725511168451
coumarinic,fermented,6.818332345377306
geranium,raspberry,6.822245401414062
aldehydic,floral,6.870635675695811
camphoreous,nutty,6.875147093588906
aromatic,balsamic,6.89511731731263
animal,rose,6.898168441082245
rose,vanilla,6.913354603709174
herbal,woody,6.921005316692238
caramellic,solvent,6.925194912103166
cheesy,fermented,6.9584685725547075
citrus,phenolic,6.958479832110669
dry,violet,6.959852305051941
burnt,tobacco,6.9766618240205
cinnamon,rose,6.986160775501368
banana,ketonic,6.98778957085799
coumarinic,floral,6.989506160798102
animal,floral,6.995364875595079
anisic,geranium,7.000623989421544
cucumber,fruity,7.001831807007854
bitter,fermented,7.005310687581824
berry,rose,7.011305796133687
cherry,honey,7.013225150302092
aromatic,smoky,7.020881755134929
pungent,savory,7.020924416214731
balsamic,cucumber,7.042399281151675
rose,woody,7.04800057953097
herbal,violet,7.05195892884822
tobacco,woody,7.0606536221208485
cucumber,jasmin,7.0683130308348785
herbal,rose,7.0706891329556445
fermented,winey,7.083529093692455
camphoreous,spicy,7.090314298177406
metallic,orange,7.107069333262023
geranium,orange,7.109545280136906
burnt,caramellic,7.1190328675045516
bitter,fruity,7.122080480773786
fermented,solvent,7.125773821188346
caramellic,nutty,7.125893281179163
ethereal,solvent,7.138277899273606
orange,orris,7.138278868718847
floral,green,7.144244323326233
spicy,waxy,7.149850780167502
green,nutty,7.152644705598791
fermented,pungent,7.160630386665841
camphoreous,dry,7.165719535468742
raspberry,violet,7.1826960827958946
citrus,rose,7.184455955906827
aromatic,sweet,7.189911856838673
dry,orris,7.207516574011955
fruity,tobacco,7.207912614256296
camphoreous,green,7.2109643505482275
dry,medicinal,7.21962797321608
berry,hawthorn,7.2198955234318385
bitter,honey,7.220132560386021
bitter,tobacco,7.220377348206055
coumarinic,powdery,7.227791397404911
jasmin,powdery,7.227984072357371
meaty,ripe,7.229113010839825
orange,rose,7.231882171667531
aldehydic,green,7.234433868348431
citrus,powdery,7.250640200300619
cooked,meaty,7.254178395713797
dry,fresh,7.261613840247948
almond,floral,7.2679003068528365
cucumber,nutty,7.272520090606266
hay,medicinal,7.272543201151625
cooked,garlic,7.279434253753469
camphoreous,medicinal,7.285332207299066
bitter,herbal,7.285688973274423
burnt,onion,7.290785624602008
powdery,woody,7.293141551574419
caramellic,pear,7.294676075486636
geranium,vanilla,7.300663506130508
anisic,violet,7.308104687951283
ripe,roasted,7.311421096413282
aldehydic,sweet,7.315136458884346
geranium,herbal,7.325156686601589
dry,orange,7.330557026320057
animal,medicinal,7.343477434275703
hay,powdery,7.344112718072842
aromatic,cinnamon,7.346420357706335
alcoholic,solvent,7.354447542383862
berry,phenolic,7.363197329653292
burnt,metallic,7.367145411443482
alcoholic,banana,7.379360212251758
aromatic,floral,7.383874728344327
dry,geranium,7.384292852333246
bitter,cherry,7.3967822797036415
apple,coumarinic,7.399226728417305
solvent,sulfurous,7.413812339868287
fruity,nutty,7.4195639239812
cucumber,floral,7.420376284957951
almond,fruity,7.421386723394236
fresh,fruity,7.424929034244921
dry,phenolic,7.427897156345316
ethereal,winey,7.430450810352671
almond,herbal,7.437547173444713
alcoholic,winey,7.438059971038946
green,orange,7.442546671905797
melon,nutty,7.4449958294556415
phenolic,woody,7.449928648714063
berry,fresh,7.457805971584136
apple,green,7.464818593255643
herbal,orange,7.470030891157973
orris,sweet,7.475764723266668
hawthorn,hay,7.479502579726082
fruity,oily,7.487186303352374
alliaceous,roasted,7.48729328060854
powdery,smoky,7.488362269359847
orris,raspberry,7.502169846087402
almond,powdery,7.503008261690591
camphoreous,phenolic,7.509590841395121
fruity,ripe,7.515304110512468
cinnamon,spicy,7.5442107965449905
floral,orange,7.546244682256477
metallic,nutty,7.561847493979883
apple,melon,7.562546140387254
balsamic,woody,7.572066783385409
cucumber,violet,7.574019067510103
balsamic,citrus,7.586727895680542
caramellic,coumarinic,7.590346432423954
vanilla,violet,7.601299814075036
almond,jasmin,7.605285845503604
nutty,pear,7.6059479032713755
burnt,fatty,7.611129772448991
jasmin,pear,7.623968188422848
cucumber,winey,7.6257178817400835
citrus,green,7.629542464470948
balsamic,orange,7.649195177092735
almond,phenolic,7.6503557407009
fresh,leathery,7.65128915272805
floral,woody,7.65504137442325
balsamic,hay,7.658072459970328
coumarinic,cucumber,7.663232388192502
apple,ketonic,7.695055370802781
alcoholic,almond,7.710208483221692
anisic,orris,7.715166032008921
melon,spicy,7.720976415133965
citrus,floral,7.737428923303112
aromatic,geranium,7.743225523587476
spicy,winey,7.743547438648289
cucumber,phenolic,7.745951819176052
onion,roasted,7.756664834658571
herbal,pear,7.762614695488261
aromatic,rose,7.78384937170733
burnt,ketonic,7.787250049845964
green,woody,7.793771677810822
ethereal,pear,7.795818642345151
jasmin,oily,7.801822099021446
hawthorn,powdery,7.8137205174825315
melon,pineapple,7.816174603670693
smoky,violet,7.828321259982257
alcoholic,herbal,7.83422576556216
melon,waxy,7.836523498559888
animal,coumarinic,7.872299659093577
odorless,solvent,7.8746562431525335
nutty,tobacco,7.881641416061557
alcoholic,tobacco,7.883036957973883
camphoreous,roasted,7.884942013175593
berry,geranium,7.8893851645531585
alliaceous,burnt,7.889858142502369
citrus,smoky,7.893266490484176
camphoreous,orange,7.900289624150838
orange,spicy,7.904387223790386
hay,raspberry,7.9070378447907546
camphoreous,smoky,7.9120003791676226
aldehydic,smoky,7.91286334645188
jasmin,violet,7.915262577266891
citrus,sweet,7.9168540406438455
melon,orange,7.922285533860061
herbal,vanilla,7.925045776571938
fatty,spicy,7.934563332925444
anisic,smoky,7.936675803221434
alcoholic,sweet,7.93694935223117
coumarinic,metallic,7.95096294428244
fresh,smoky,7.95804287167636
geranium,jasmin,7.958493012477075
burnt,ethereal,7.959365775128822
geranium,smoky,7.963842129691781
onion,pungent,7.964459312801412
fishy,onion,7.965194342586363
cucumber,rose,7.973105757871766
violet,waxy,7.984462556509355
cucumber,powdery,8.001332542203599
aromatic,violet,8.005117587577779
ethereal,nutty,8.005801146077815
bitter,hawthorn,8.006872930514156
oily,roasted,8.017108384436705
balsamic,oily,8.0185062070259
ketonic,pineapple,8.021039951103232
fatty,leathery,8.021304937192827
cucumber,geranium,8.024559876671939
berry,violet,8.026567167409599
coumarinic,melon,8.043433305764912
alcoholic,pineapple,8.04482169587573
orris,vanilla,8.054341181803613
oily,winey,8.05809628326051
fresh,hay,8.065845897171462
fruity,hay,8.066154424460121
alcoholic,cheesy,8.069185676898693
green,honey,8.073388903774795
green,phenolic,8.075148899372406
herbal,nutty,8.09420201035002
metallic,violet,8.097440166204276
fruity,ketonic,8.099035045668396
leathery,spicy,8.113471597114659
herbal,orris,8.11567036190574
orange,powdery,8.121412559075067
phenolic,raspberry,8.129099185143396
cherry,coumarinic,8.129588296892985
sweet,woody,8.132620550452131
anisic,herbal,8.133940672755365
dry,tobacco,8.14146653846738
animal,honey,8.152547209942185
almond,winey,8.152601432595398
sweet,waxy,8.152850741158362
cherry,hay,8.154904257810095
cinnamon,geranium,8.159057811553973
burnt,garlic,8.168575057421352
green,powdery,8.188444904350671
fishy,odorless,8.191187344905536
medicinal,spicy,8.194899048616847
animal,melon,8.205184700298094
powdery,tobacco,8.211820147600397
hay,metallic,8.218042130651089
fresh,winey,8.227874037511592
fermented,pear,8.23134865354938
balsamic,tobacco,8.23566065429458
caramellic,green,8.262209040097247
bitter,raspberry,8.264534609515328
herbal,raspberry,8.268383007900555
pear,sweet,8.280870120817285
animal,hay,8.283509731583143
alcoholic,berry,8.294178546819165
burnt,fermented,8.299263478304995
orris,smoky,8.346515611993604
cheesy,meaty,8.350790730208036
coumarinic,rose,8.353783240153897
bitter,caramellic,8.360876622551382
cucumber,pear,8.365160080264584
floral,oily,8.36822699646379
green,rose,8.371346725344589
bitter,smoky,8.373772275752348
floral,hay,8.375504393402183
fruity,metallic,8.38118252689453
dry,powdery,8.3923921643803
coumarinic,ethereal,8.396978063618972
balsamic,hawthorn,8.398578385891229
cooked,roasted,8.40967727418736
oily,violet,8.41341877670094
green,pineapple,8.416093578487022
camphoreous,sweet,8.422806128020355
aromatic,orris,8.422872000855989
metallic,powdery,8.423023044633656
oily,pear,8.423810629782066
melon,metallic,8.42529617719001
balsamic,metallic,8.42701011519095
cinnamon,herbal,8.434317942140963
orange,sweet,8.436256630282921
phenolic,waxy,8.440843789008072
cucumber,leathery,8.44846507320024
alcoholic,green,8.450254757432187
cinnamon,violet,8.453983574678553
fatty,sweet,8.456219802783611
apple,sweet,8.464625768880783
honey,smoky,8.471197344697632
smoky,woody,8.478316614056169
herbal,smoky,8.489842230029838
alcoholic,pungent,8.490577034396246
apple,ripe,8.499213990534326
coumarinic,oily,8.513073546665328
camphoreous,meaty,8.516449207610352
geranium,waxy,8.524915405025132
cooked,sulfurous,8.536159022666483
cucumber,dry,8.538460146506278
alcoholic,spicy,8.544765504147133
tobacco,violet,8.545392992929397
geranium,metallic,8.546448719728346
cucumber,orris,8.549387944770924
citrus,medicinal,8.550346604915255
green,violet,8.55643269840163
jasmin,vanilla,8.564099888637022
nutty,waxy,8.569785173529958
apple,herbal,8.573858336592032
jasmin,orange,8.576775697864848
caramellic,herbal,8.582793766722238
banana,ripe,8.584315457565198
apple,berry,8.584549887164984
oily,phenolic,8.586334700772632
balsamic,melon,8.590424273860366
aromatic,herbal,8.598413579751965
dry,spicy,8.616936715419518
jasmin,orris,8.626023193741478
dry,rose,8.626277624934586
floral,hawthorn,8.634812092279224
smoky,vanilla,8.638061676428443
almond,rose,8.646167659901554
nutty,winey,8.650993075461004
leathery,oily,8.654312129393292
alliaceous,pungent,8.655942945763385
fermented,nutty,8.659200277062844
fermented,herbal,8.661934121162352
almond,green,8.66353103248379
berry,melon,8.66829329980479
honey,tobacco,8.668965523813332
hawthorn,phenolic,8.681808311505431
burnt,oily,8.690476993460873
balsamic,fruity,8.692029028804681
pineapple,ripe,8.698550580212505
fermented,green,8.70298100614362
ripe,tobacco,8.714643971791084
coumarinic,pear,8.714713860329374
cucumber,roasted,8.716553360897848
dry,fatty,8.721692885424781
cheesy,nutty,8.732856537428255
burnt,fruity,8.743039864249411
green,hay,8.745528423161177
cinnamon,winey,8.74675510385833
coumarinic,violet,8.749527867070954
meaty,solvent,8.751691405827465
aldehydic,honey,8.752101917009341
berry,orris,8.752417058029195
alcoholic,burnt,8.773994811858977
orris,waxy,8.775572349807002
ketonic,nutty,8.782333237301179
coumarinic,geranium,8.782618244231863
dry,oily,8.80379891718771
bitter,cinnamon,8.811535124977285
balsamic,waxy,8.819617576313135
coumarinic,hawthorn,8.82252035264877
aldehydic,medicinal,8.826113992697897
camphoreous,sulfurous,8.831350572848944
fermented,hay,8.839084367800675
smoky,sweet,8.848624940622708
geranium,green,8.849195160598613
cinnamon,orris,8.853302160281403
herbal,leathery,8.85535368723559
anisic,fresh,8.859935766367776
balsamic,bitter,8.860987308806449
animal,fruity,8.86452631001387
oily,rose,8.866633148446708
ripe,savory,8.867355218467186
fresh,vanilla,8.868386759772607
geranium,tobacco,8.872164842380197
berry,tobacco,8.876823269122688
geranium,hay,8.87998993576322
geranium,oily,8.88313554848612
apple,jasmin,8.886711443735837
aromatic,tobacco,8.889674527133488
fresh,raspberry,8.893475385224109
floral,tobacco,8.897694227439276
coumarinic,smoky,8.900276441952169
balsamic,winey,8.905384347830326
hay,violet,8.905954531342363
animal,jasmin,8.91935004582622
floral,metallic,8.936491884116785
bitter,ethereal,8.937289163454283
floral,melon,8.937299718480222
cinnamon,hay,8.942622858946292
bitter,green,8.946506791274166
caramellic,tobacco,8.946714059014697
rose,waxy,8.948366999207567
balsamic,smoky,8.949539056383223
