label1,label2,distance
animal,leathery,6.817750984342793
fermented,pineapple,6.819692251454585
coumarinic,phenolic,6.819948642284872
pungent,savory,6.820569827312136
fresh,metallic,6.822195933496977
aldehydic,metallic,6.823775536201805
green,pineapple,6.83188806852301
coumarinic,herbal,6.838356927805088
balsamic,tobacco,6.840395516903034
fruity,ketonic,6.846220175486421
berry,fruity,6.856074409467861
aldehydic,herbal,6.858494028455259
almond,powdery,6.859126929982577
floral,green,6.863283818462518
coumarinic,honey,6.870258756141547
balsamic,citrus,6.872502312766804
garlic,roasted,6.873669803605113
citrus,honey,6.875122618452753
animal,sweet,6.8804087561018425
fermented,green,6.885853048210588
fruity,pear,6.8986412690999535
cheesy,meaty,6.898921460190564
melon,waxy,6.907322756490844
cheesy,ketonic,6.91316908591743
berry,powdery,6.9337454587138225
anisic,raspberry,6.9338592951416596
cucumber,jasmin,6.943993816806955
alcoholic,pineapple,6.953226406462002
camphoreous,dry,6.982729397777841
bitter,herbal,6.98496718021136
alcoholic,apple,6.98832757638093
almond,herbal,6.991212179025009
alliaceous,roasted,6.995018546519886
roasted,solvent,7.0073006310895405
green,pear,7.015790870284527
leathery,vanilla,7.030582865618509
jasmin,raspberry,7.031843583159529
aldehydic,violet,7.033784495509695
cherry,sweet,7.041475657535763
fresh,winey,7.04644104828868
melon,orange,7.0470620466108
banana,fermented,7.051293273763725
banana,ethereal,7.056815177072824
ethereal,pineapple,7.060861351097982
bitter,hawthorn,7.065862313586936
caramellic,pungent,7.0691961111117525
almond,balsamic,7.077869934126213
fermented,nutty,7.083271272047905
pungent,solvent,7.1148179946175505
animal,honey,7.121030590535184
jasmin,waxy,7.13781621512935
jasmin,orange,7.1432476094458766
ethereal,winey,7.155900894802463
raspberry,spicy,7.187428764509152
apple,ethereal,7.19073028902545
fruity,oily,7.198850827129842
sweet,tobacco,7.1994988789665575
camphoreous,floral,7.20362070879302
geranium,spicy,7.205897811757515
rose,spicy,7.209750285342979
green,orange,7.22743282421805
green,metallic,7.240979625810434
fresh,spicy,7.248029929069522
berry,orris,7.25138538477917
fatty,winey,7.256416060278484
aldehydic,sweet,7.261746345403142
almond,honey,7.278536094526272
metallic,waxy,7.290006006158643
aldehydic,woody,7.299018147309981
dry,metallic,7.310256368848354
animal,herbal,7.314156638321184
aromatic,phenolic,7.333096500821636
cinnamon,tobacco,7.341515255634654
dry,geranium,7.37628982984254
onion,pungent,7.3807184715260705
fishy,roasted,7.3807281150719755
balsamic,dry,7.38270521772405
ethereal,nutty,7.40313738444752
jasmin,melon,7.4126846676597555
cucumber,fruity,7.418924908212429
smoky,tobacco,7.4249181720366675
coumarinic,woody,7.448888624670405
cherry,herbal,7.456948495645614
hawthorn,spicy,7.4752974046378915
bitter,powdery,7.496816429124141
balsamic,bitter,7.50773632517518
honey,tobacco,7.519954308803888
jasmin,woody,7.527325342343332
meaty,ripe,7.528836016482583
geranium,orange,7.5311944927761605
smoky,vanilla,7.531922898088843
camphoreous,leathery,7.532577289709487
aromatic,balsamic,7.544370807898203
alcoholic,banana,7.545961880535163
bitter,ketonic,7.559735778113489
dry,spicy,7.559987911984585
cinnamon,fruity,7.563535326607045
berry,green,7.566361140664201
almond,caramellic,7.596868882721643
fishy,meaty,7.611158513970067
floral,fruity,7.618448394625846
herbal,winey,7.63473961693274
fruity,ripe,7.647802981325067
anisic,woody,7.652988866271462
aromatic,cinnamon,7.661176600544965
fresh,orris,7.664418631967647
aldehydic,melon,7.666295565387515
raspberry,woody,7.6676092103068525
bitter,honey,7.679993857677461
berry,woody,7.6814842235197744
cheesy,solvent,7.702796605907335
balsamic,vanilla,7.71032929607922
geranium,waxy,7.728800941212847
animal,floral,7.738539882778359
almond,berry,7.76158960743705
medicinal,vanilla,7.761791569946292
burnt,pungent,7.791921691548002
green,rose,7.792302486065359
herbal,tobacco,7.805892461895335
medicinal,tobacco,7.8307031545166295
almond,animal,7.83740732105564
orange,rose,7.840512872042328
cinnamon,hay,7.8419904609461355
fresh,raspberry,7.849021409339006
herbal,oily,7.850098368003358
herbal,orris,7.852404671409654
floral,metallic,7.864982518977383
fresh,melon,7.900913745186339
ketonic,nutty,7.908804341602652
camphoreous,hawthorn,7.919510000848397
fermented,solvent,7.9363386201797255
berry,bitter,7.937246499299516
aromatic,honey,7.954745750795749
cinnamon,green,7.961845122369074
orris,sweet,7.963005520526692
metallic,nutty,7.977122822661159
jasmin,orris,7.9784724543915075
orris,spicy,7.981065004552912
phenolic,spicy,7.9859212616814235
cinnamon,vanilla,7.989306075815514
caramellic,coumarinic,7.997035460983133
ethereal,solvent,7.997167296751009
animal,cinnamon,8.000880527711686
citrus,fruity,8.013953781175594
sweet,winey,8.019596206652018
fatty,jasmin,8.034225350087928
aldehydic,honey,8.035802586360953
vanilla,woody,8.037332220588501
balsamic,metallic,8.041495350837833
burnt,caramellic,8.042572391465859
ethereal,green,8.043992315364877
geranium,oily,8.0462711419142
spicy,violet,8.04949292419064
almond,phenolic,8.0553386154554
aldehydic,fruity,8.056110698799088
animal,bitter,8.057450306887832
rose,waxy,8.075367427688139
aldehydic,balsamic,8.078182213778161
alcoholic,solvent,8.095011027889186
berry,coumarinic,8.098582111850371
ripe,winey,8.10543903426886
fresh,powdery,8.11470185320605
jasmin,spicy,8.115446558825946
citrus,orris,8.120760762286977
cinnamon,citrus,8.122768935758483
waxy,winey,8.154343879775407
balsamic,hay,8.169467846245873
floral,oily,8.173233158125688
geranium,green,8.178808408516074
oily,sweet,8.186153776319589
aldehydic,winey,8.187163358806142
green,ripe,8.208580896225982
animal,geranium,8.20910800824208
cooked,sulfurous,8.211151777426892
anisic,sweet,8.216617327057456
bitter,solvent,8.219790076069067
anisic,berry,8.225996169243103
fatty,fruity,8.228212983065566
dry,honey,8.241182991311758
oily,rose,8.251305961809273
metallic,tobacco,8.258901190019296
geranium,metallic,8.259582435078777
cinnamon,hawthorn,8.290263400240326
banana,ketonic,8.29882378306975
honey,vanilla,8.306046901868115
burnt,sulfurous,8.322812114065576
dry,floral,8.324761275901729
banana,green,8.325544866250528
green,honey,8.345285238539239
bitter,phenolic,8.352891197043297
almond,ketonic,8.360333149790504
animal,anisic,8.366429099535841
citrus,dry,8.370162932522554
dry,rose,8.374187910383805
alliaceous,pungent,8.374921182054994
caramellic,roasted,8.376145643312732
cooked,meaty,8.381332104313035
dry,orris,8.386421614326196
balsamic,hawthorn,8.387168793972728
anisic,orris,8.388392252611808
dry,tobacco,8.426255072504086
animal,hay,8.432445322382014
nutty,savory,8.454667015607157
animal,smoky,8.464857116825947
apple,ketonic,8.47190344068762
floral,waxy,8.476761523650476
almond,woody,8.48601042302108
citrus,spicy,8.49472788478172
berry,citrus,8.497970354108652
anisic,phenolic,8.509219066167278
ketonic,pungent,8.515986555645952
apple,jasmin,8.518084552725256
berry,camphoreous,8.527302817765674
camphoreous,geranium,8.529890787730146
banana,melon,8.543849327454977
citrus,melon,8.544533877409867
honey,metallic,8.551667881906315
animal,aromatic,8.557974513194901
hay,honey,8.56093793244154
cherry,floral,8.569114640097554
fruity,honey,8.579200870740944
camphoreous,fresh,8.58559475724846
citrus,winey,8.58597288414625
floral,orange,8.58943808013444
hawthorn,phenolic,8.621561063148777
ketonic,winey,8.631078701700982
apple,cucumber,8.632683616912237
balsamic,green,8.647639736430632
sweet,vanilla,8.648118024143235
anisic,herbal,8.649450383897548
aromatic,woody,8.654678476579157
animal,citrus,8.659404549545497
metallic,orange,8.65962237262237
coumarinic,floral,8.664327796488458
ketonic,sweet,8.6739748751047
hawthorn,honey,8.681404117947505
fruity,metallic,8.684928223223084
cherry,woody,8.701619514011428
aromatic,raspberry,8.702690430069786
almond,raspberry,8.705351799722434
animal,fresh,8.711423904823333
garlic,pungent,8.715757125325764
green,ketonic,8.727956277256256
cheesy,savory,8.729932862108383
alcoholic,sulfurous,8.734822307001462
alcoholic,sweet,8.748764202934598
fermented,sweet,8.752869691113565
camphoreous,rose,8.753562246452459
jasmin,metallic,8.757675474767469
ketonic,pineapple,8.77072446058955
anisic,floral,8.774635105616786
metallic,rose,8.77638412098313
alcoholic,herbal,8.780035703372723
hawthorn,raspberry,8.781894673943304
cheesy,winey,8.785580663721264
caramellic,fruity,8.785869487925666
animal,rose,8.801442026177398
fermented,herbal,8.8043799918693
coumarinic,raspberry,8.828459626777049
camphoreous,smoky,8.834213744980941
meaty,solvent,8.844917579980951
bitter,woody,8.857082964542995
fruity,waxy,8.857878397370358
orange,winey,8.870802981282024
herbal,ketonic,8.873030054539798
fruity,rose,8.88876011490839
jasmin,powdery,8.889399980026768
cheesy,fruity,8.897552776458358
cucumber,pineapple,8.900652147395945
green,spicy,8.905683202385465
herbal,waxy,8.91519506876133
metallic,ripe,8.926043951431648
fruity,spicy,8.931344421134702
almond,solvent,8.957331005373563
camphoreous,caramellic,8.959378389864757
citrus,powdery,8.966166472379678
balsamic,fruity,8.999293144153416
jasmin,pear,9.013549529185308
burnt,ripe,9.02781114839321
coumarinic,leathery,9.031384073509738
phenolic,powdery,9.034887173987574
alcoholic,roasted,9.04024229328011
dry,leathery,9.047322370064837
coumarinic,solvent,9.047853291930931
caramellic,tobacco,9.048292658971233
nutty,onion,9.053870311732961
hay,sweet,9.058991001907454
almond,floral,9.073354638827253
caramellic,sweet,9.076950454552067
hay,leathery,9.09036980300002
metallic,powdery,9.093797637574918
fatty,herbal,9.129742410299526
floral,tobacco,9.131868685671622
dry,violet,9.14182399176395
cinnamon,metallic,9.147437625941738
aldehydic,cinnamon,9.148422676619072
coumarinic,ketonic,9.160296402395154
alcoholic,metallic,9.174315442299521
bitter,raspberry,9.178093854550085
animal,medicinal,9.183000971554696
cheesy,onion,9.206620305219857
camphoreous,raspberry,9.215700192191774
green,woody,9.220251948825966
coumarinic,metallic,9.22063730504643
hay,woody,9.235944896033791
herbal,vanilla,9.237924033306426
caramellic,spicy,9.244834260863946
aldehydic,orris,9.24577685403099
sweet,waxy,9.285224651238808
fatty,geranium,9.296417649304983
oily,woody,9.308930408562187
cheesy,green,9.314939619950135
aldehydic,berry,9.322101391966564
bitter,floral,9.3240113993275
berry,winey,9.336134024590196
aromatic,sweet,9.341602074548629
dry,sweet,9.364803386042315
oily,pear,9.365999586395377
aldehydic,dry,9.366112167516121
orange,violet,9.376454891554975
solvent,tobacco,9.377126104282542
hay,smoky,9.378389176092977
camphoreous,medicinal,9.379517395920667
pineapple,ripe,9.39093057758576
camphoreous,citrus,9.40457401782357
fatty,sweet,9.423930408528923
animal,cherry,9.42861871465972
green,violet,9.430254676169278
camphoreous,orris,9.445698079819694
dry,fresh,9.446901988279079
caramellic,herbal,9.450952244893033
fishy,nutty,9.469162841482778
fruity,geranium,9.47975278630286
hay,medicinal,9.486957927382344
leathery,spicy,9.496527684917524
herbal,orange,9.519975264429444
apple,ripe,9.526100391513124
floral,winey,9.529013435108288
fatty,floral,9.531715019067756
dry,phenolic,9.53477938052817
alcoholic,oily,9.536373855541227
fishy,garlic,9.548021079885238
waxy,woody,9.550380108875665
jasmin,pineapple,9.552365586976478
aromatic,leathery,9.557479063347305
dry,herbal,9.57741878883688
burnt,cheesy,9.578283807777298
fatty,rose,9.58387216656071
aldehydic,spicy,9.587143072672172
apple,herbal,9.60000379998031
fishy,savory,9.603551106328908
cherry,orris,9.604488786404549
cucumber,herbal,9.613497230992706
hay,raspberry,9.614820429914369
hay,herbal,9.616245309282519
fruity,orange,9.616735981917122
animal,orris,9.617256838216294
solvent,sulfurous,9.643038257200176
cucumber,rose,9.651317634580511
aldehydic,animal,9.652916064813779
bitter,fermented,9.661131770006898
alcoholic,pear,9.661202450461959
camphoreous,violet,9.704610348411144
fermented,sulfurous,9.71774606712899
cheesy,pineapple,9.725894061224183
alcoholic,melon,9.729315547793881
bitter,fruity,9.734754561285953
phenolic,woody,9.746096648416948
citrus,raspberry,9.748661823596636
metallic,winey,9.75226074271722
caramellic,metallic,9.753620971258218
ethereal,sulfurous,9.75684564644594
aromatic,berry,9.759602957952705
apple,fresh,9.765260593497736
camphoreous,jasmin,9.765858949890035
camphoreous,solvent,9.765936089761375
berry,tobacco,9.774047188134546
fermented,roasted,9.7764748956748
hawthorn,woody,9.779823626354133
dry,vanilla,9.781104722162377
coumarinic,smoky,9.785496321665233
burnt,savory,9.786155698698398
violet,waxy,9.79392777476619
cucumber,geranium,9.79622984718461
cucumber,floral,9.816534542417386
anisic,violet,9.83386463115889
aromatic,herbal,9.837600620792703
ethereal,roasted,9.86548435425623
cucumber,metallic,9.879821828392906
fermented,pear,9.890486011959851
ripe,savory,9.891968518527836
alcoholic,fatty,9.89266747050984
camphoreous,nutty,9.907818045387721
fatty,pear,9.914503116193341
animal,violet,9.914640387915691
berry,hay,9.927712523505237
fermented,metallic,9.931020225120909
aromatic,smoky,9.942081212736078
orange,sweet,9.94826236882175
apple,sweet,9.959085557582211
ethereal,sweet,9.95980440303954
camphoreous,green,9.962771898677438
bitter,metallic,9.965259759654385
caramellic,green,9.974720289108824
cherry,phenolic,9.983511817974582
odorless,solvent,9.992745961127852
animal,hawthorn,9.99435188206775
alcoholic,meaty,10.000751558794288
ripe,sweet,10.00195126786251
banana,ripe,10.003850771110445
aromatic,orris,10.005846057803339
alliaceous,nutty,10.007824028067528
cinnamon,dry,10.012239897252467
ethereal,herbal,10.020168168893461
fishy,onion,10.021153883464423
orange,woody,10.02284769300978
ketonic,spicy,10.025040387548755
metallic,roasted,10.0399665860937
fishy,sulfurous,10.050977419320752
caramellic,meaty,10.054883350224816
apple,berry,10.064818048549697
coumarinic,medicinal,10.070367717601973
odorless,roasted,10.072044588082417
anisic,rose,10.075618629914464
garlic,nutty,10.078652083294157
caramellic,sulfurous,10.08197849547226
oily,violet,10.09004554941111
apple,cheesy,10.092274030283745
cucumber,sweet,10.10256561467496
herbal,melon,10.113814154121876
fruity,raspberry,10.116310701361282
almond,metallic,10.120689215802535
aromatic,medicinal,10.125294842659132
cinnamon,ketonic,10.125305101456037
fresh,pear,10.131207253986032
honey,oily,10.137481505849793
almond,fruity,10.13978734908323
camphoreous,fruity,10.14168129566783
alliaceous,cheesy,10.14493193298063
balsamic,oily,10.145167353174068
herbal,ripe,10.145832173304859
berry,hawthorn,10.146641051685219
apple,oily,10.14987890925272
alcoholic,bitter,10.162001882674605
cheesy,metallic,10.173441282816617
